"","census2019","covid.19.deaths","urban.rural.description","series_complete_pop_pct"
"2073",209674,1043,"Medium central metro",70.5
"2074",545724,2030,"Medium central metro",59.7
"2075",85512,390,"Micropolitan",54.3
"2076",141793,469,"Small central metro",56.3
"2077",369318,2357,"Medium central metro",73
"2078",317417,1589,"Medium central metro",64.4
"2079",113299,694,"Small central metro",52.7
"2080",40625,138,"Micropolitan",49.7
"2081",109424,483,"Medium central metro",53.6
"2082",46138,377,"Micropolitan",50.1
"2083",170271,576,"Small central metro",60.1
"2084",830915,3440,"Large central metro",77.4
"2085",18230,860,"Small central metro",79.1
"2086",305285,911,"Medium central metro",68.3
"2087",90843,288,"Micropolitan",58
"2088",46272,NA,"Medium central metro",49.3
"2089",1584064,5359,"Large central metro",69.9
"2090",55809,NA,"Large central metro",58.5
"2091",16526,NA,"Rural",38
"2092",141359,563,"Micropolitan",60.6
"2093",40372,NA,"Micropolitan",43.6
"2094",73447,406,"Micropolitan",48.6
"2095",6066,NA,"Rural",53.9
"2096",40328,NA,"Micropolitan",47
"2097",40591,171,"Micropolitan",46.6
"2098",44923,254,"Micropolitan",57.7
"2099",50668,219,"Micropolitan",46
"2100",39191,181,"Micropolitan",49.7
"2101",206865,713,"Large central metro",64.2
"2102",51361,195,"Micropolitan",61.4
"2103",348899,1126,"Large central metro",58
"2104",26794,NA,"Medium central metro",60.3
"2105",449058,1631,"Medium central metro",59.4
"2106",48479,NA,"Large central metro",78.9
"2107",164292,525,"Large central metro",78.5
"2108",82082,NA,"Large central metro",75.4
"2109",638931,3023,"Large central metro",70.8
"2110",125577,235,"Large central metro",78.5
"2111",24527,NA,"Micropolitan",40.1
"2112",170872,489,"Medium central metro",46.2
"2113",8688,NA,"Micropolitan",58.8
"2114",202558,1122,"Medium central metro",40.6
"2115",14066,NA,"Micropolitan",51.4
"2116",20866,NA,"Micropolitan",56.5
"2117",192122,403,"Small central metro",65.8
"2118",227907,341,"Medium central metro",52.4
"2119",14553,NA,"Medium central metro",41.2
"2120",411406,1734,"Medium central metro",65.8
"2121",57300,110,"Micropolitan",34.4
"2122",32244,NA,"Large central metro",46.2
"2123",45650,147,"Micropolitan",37
"2124",33745,NA,"Micropolitan",49.3
"2125",37677,232,"Micropolitan",48.6
"2126",66618,291,"Small central metro",48.9
"2127",30479,NA,"Micropolitan",44.8
"2128",162809,323,"Medium central metro",53.6
"2129",27260,NA,"Medium central metro",60.2
"2130",22347,NA,"Medium central metro",64.7
"2131",138293,1364,"Small central metro",55.2
"2132",62680,398,"Micropolitan",54.7
"2133",523542,2540,"Medium central metro",55.6
"2134",70811,485,"Micropolitan",48.3
"2135",19222,NA,"Micropolitan",64.2
"2136",354081,1365,"Medium central metro",56.7
"2137",30073,127,"Small central metro",37.8
"2138",66551,208,"Medium central metro",58.9
"2139",98012,264,"Large central metro",46.4
"2140",67493,234,"Medium central metro",38.7
"2141",16828,NA,"Micropolitan",48.2
"2142",298750,1052,"Medium central metro",55.8
"2143",9463,NA,"Rural",59
"2144",30657,105,"Micropolitan",49.1
"2145",26118,NA,"Micropolitan",44
"2146",38440,142,"Micropolitan",52.7
"2147",79546,420,"Micropolitan",45.2
"2148",86175,458,"Micropolitan",56.1
"2149",126884,452,"Medium central metro",46.8
"2150",415759,1504,"Medium central metro",59.5
"2151",20473,NA,"Medium central metro",30.4
"2152",319785,2079,"Medium central metro",44
"2153",106721,434,"Small central metro",57.2
"2154",27316,NA,"Medium central metro",41.9
"2155",30368,NA,"Micropolitan",57.4
"2156",280979,769,"Large central metro",49.7
"2157",2751,NA,"Rural",55.1
"2158",18453,NA,"Micropolitan",49.6
"2159",3365,NA,"Rural",59.6
"2160",6901,NA,"Rural",58
"2161",35077,NA,"Micropolitan",52.2
"2162",38839,160,"Micropolitan",57.1
"2163",5297,NA,"Rural",56
"2164",1962,NA,"Rural",61.7
"2165",10429,NA,"Micropolitan",40.3
"2166",1376,NA,"Rural",47.1
"2167",9292,NA,"Rural",55.2
"2168",3736,NA,"Rural",50.8
"2169",14070,NA,"Micropolitan",68.4
"2170",28009,NA,"Micropolitan",55.1
"2171",4086,NA,"Rural",56
"2172",8972,NA,"Small central metro",50.9
"2173",19775,NA,"Micropolitan",62
"2174",5424,NA,"Rural",65.9
"2175",4351,NA,"Rural",46.7
"2176",5892,NA,"Rural",75.7
"2177",2921,NA,"Rural",52.3
"2178",3829,NA,"Rural",46.3
"2179",6713,NA,"Micropolitan",62.5
"2180",2299,NA,"Rural",55.1
"2181",7052,NA,"Micropolitan",49.4
"2182",4185,NA,"Rural",50.8
"2183",1899,NA,"Rural",42
"2184",6164,NA,"Rural",47.2
"2185",3191,NA,"Rural",49
"2186",3453,NA,"Rural",43.7
"2187",1298,NA,"Rural",18.8
"2188",17526,NA,"Micropolitan",72.1
"2189",7291,NA,"Rural",54.2
"2190",1301,NA,"Rural",54.3
"2191",3344,NA,"Rural",51.2
"2192",2013,NA,"Rural",52.1
"2193",903,NA,"Rural",74.2
"2194",4939,NA,"Rural",68.2
"2195",12797,NA,"Micropolitan",50.6
"2196",25844,NA,"Micropolitan",57.8
"2197",61128,NA,"Small central metro",59.5
"2198",3781,NA,"Rural",65.9
"2199",5586,NA,"Small central metro",57.7
"2200",2379,NA,"Rural",40.3
"2201",4935,NA,"Rural",52.5
"2202",28332,NA,"Small central metro",54.7
"2203",2061,NA,"Rural",36.6
"2204",2216,NA,"Rural",54.7
"2205",193134,1316,"Small central metro",67.3
"2206",6576,NA,"Rural",49.5
"2207",113775,466,"Small central metro",58.5
"2208",2865,NA,"Rural",32.1
"2209",2153,NA,"Rural",61
"2210",10394,NA,"Rural",75.1
"2211",2344,NA,"Rural",55.7
"2212",6376,NA,"Rural",52.3
"2213",3098,NA,"Rural",59.5
"2214",1391,NA,"Rural",44.6
"2215",10177,NA,"Rural",70.7
"2216",5441,NA,"Micropolitan",44.9
"2217",8384,NA,"Small central metro",54
"2218",15932,NA,"Small central metro",51.9
"2219",5435,NA,"Micropolitan",49.4
"2220",22814,120,"Micropolitan",64.9
"2221",2756,NA,"Rural",34.4
"2222",76978,399,"Medium central metro",56.1
"2223",49713,123,"Micropolitan",43.2
"2224",16160,NA,"Micropolitan",44.5
"2225",15064,NA,"Rural",37.1
"2226",133088,498,"Medium central metro",52.4
"2227",108110,426,"Small central metro",42
"2228",39842,126,"Medium central metro",44
"2229",14678,NA,"Large central metro",32.4
"2230",27767,126,"Micropolitan",48.7
"2231",56391,249,"Small central metro",40.6
"2232",40667,NA,"Large central metro",59
"2233",17297,NA,"Small central metro",36
"2234",31959,156,"Micropolitan",46.4
"2235",7615,NA,"Rural",30
"2236",36004,217,"Micropolitan",49.8
"2237",56520,216,"Micropolitan",46.4
"2238",14230,NA,"Small central metro",48.8
"2239",60520,296,"Micropolitan",47
"2240",694144,3875,"Large central metro",65.4
"2241",11663,NA,"Rural",38.3
"2242",20490,NA,"Micropolitan",41.6
"2243",53948,347,"Large central metro",48.9
"2244",37159,210,"Micropolitan",40.5
"2245",41133,NA,"Large central metro",57.3
"2246",18523,NA,"Rural",34.1
"2247",42208,182,"Micropolitan",41.4
"2248",49133,104,"Micropolitan",45.8
"2249",29464,114,"Micropolitan",39.5
"2250",23320,NA,"Medium central metro",49.2
"2251",69069,254,"Micropolitan",46.5
"2252",13427,NA,"Rural",30.7
"2253",64934,394,"Small central metro",42.9
"2254",367804,2201,"Medium central metro",56.7
"2255",6620,NA,"Rural",32.7
"2256",25050,NA,"Micropolitan",46.9
"2257",25652,NA,"Micropolitan",40.9
"2258",56786,NA,"Medium central metro",44.6
"2259",17304,NA,"Micropolitan",52.5
"2260",28117,NA,"Micropolitan",41.5
"2261",32345,124,"Micropolitan",47.8
"2262",25178,NA,"Large central metro",42.6
"2263",8201,NA,"Rural",43.7
"2264",18582,NA,"Micropolitan",41.6
"2265",11786,NA,"Rural",34.9
"2266",54495,259,"Small central metro",50.3
"2267",17788,NA,"Micropolitan",37.3
"2268",470313,2613,"Medium central metro",60.3
"2269",7016,NA,"Rural",35.3
"2270",25633,NA,"Micropolitan",37.7
"2271",44142,129,"Micropolitan",36.9
"2272",12268,NA,"Micropolitan",35.7
"2273",34366,NA,"Micropolitan",41.5
"2274",54068,129,"Medium central metro",64.1
"2275",53794,167,"Micropolitan",40.3
"2276",25694,NA,"Micropolitan",47.6
"2277",24602,NA,"Large central metro",33
"2278",97984,1391,"Small central metro",54.8
"2279",28907,NA,"Medium central metro",46.4
"2280",34375,NA,"Micropolitan",42.8
"2281",96387,636,"Large central metro",64.6
"2282",12422,NA,"Rural",68.5
"2283",46545,213,"Micropolitan",43.5
"2284",208993,523,"Medium central metro",61.5
"2285",6488,NA,"Rural",21.9
"2286",21403,NA,"Medium central metro",52
"2287",30069,157,"Micropolitan",41.9
"2288",22241,NA,"Micropolitan",35.6
"2289",8076,NA,"Rural",41.1
"2290",5048,NA,"Rural",45.1
"2291",16832,NA,"Small central metro",41.5
"2292",80245,527,"Micropolitan",51.2
"2293",33167,NA,"Micropolitan",43.2
"2294",53382,208,"Medium central metro",44.6
"2295",71813,220,"Large central metro",52.5
"2296",332285,1301,"Large central metro",54.4
"2297",22068,NA,"Micropolitan",36.8
"2298",15026,NA,"Medium central metro",35.1
"2299",98250,361,"Micropolitan",50.5
"2300",937166,3977,"Large central metro",55.8
"2301",20157,NA,"Large central metro",33.2
"2302",13715,NA,"Rural",44.5
"2303",158348,1427,"Medium central metro",56.7
"2304",191283,767,"Large central metro",48.5
"2305",61599,NA,"Large central metro",40.7
"2306",11284,NA,"Large central metro",37
"2307",17883,NA,"Small central metro",54.3
"2308",19972,NA,"Medium central metro",35
"2309",5872,NA,"Rural",58.7
"2310",41277,134,"Micropolitan",41.5
"2311",129375,972,"Small central metro",59.9
"2312",16673,NA,"Rural",41.1
"2313",33328,104,"Micropolitan",38.4
"2314",27345,NA,"Micropolitan",42.6
"2315",238412,436,"Large central metro",66.4
"2316",144657,364,"Large central metro",53.5
"2317",57735,224,"Micropolitan",39.9
"2318",18705,NA,"Micropolitan",44.3
"2319",86715,617,"Micropolitan",47.1
"2320",23510,NA,"Medium central metro",57.6
"2321",8553,NA,"Small central metro",61
"2322",1887,NA,"Medium central metro",41.3
"2323",51153,175,"Large central metro",52.3
"2324",30032,NA,"Large central metro",48.1
"2325",7000,NA,"Micropolitan",39
"2326",23112,NA,"Large central metro",51.1
"2327",88723,NA,"Large central metro",58.4
"2328",3509,NA,"Rural",41.3
"2329",32565,NA,"Micropolitan",50.7
"2330",362924,1429,"Medium central metro",61.3
"2331",2003554,9184,"Large central metro",69.7
"2332",11931,NA,"Rural",57.3
"2333",654,NA,"Rural",35.2
"2334",18685,NA,"Micropolitan",47.5
"2335",93245,962,"Small central metro",39.6
"2336",374264,788,"Large central metro",58.3
"2337",229211,871,"Small central metro",51.8
"2338",9203,NA,"Micropolitan",59.2
"2339",1546,NA,"Rural",44.9
"2340",7093,NA,"Micropolitan",75.4
"2341",37864,239,"Micropolitan",41.9
"2342",18443,NA,"Small central metro",49.4
"2343",48155,189,"Micropolitan",54.5
"2344",43664,NA,"Large central metro",57.4
"2345",21290,NA,"Micropolitan",57.5
"2346",13943,NA,"Small central metro",42.2
"2347",423163,2540,"Medium central metro",79.7
"2348",13094,NA,"Micropolitan",40.8
"2349",5926,NA,"Medium central metro",37.3
"2350",30026,NA,"Micropolitan",35.4
"2351",7530,NA,"Micropolitan",44.8
"2352",43837,NA,"Large central metro",48.3
"2353",52646,195,"Micropolitan",39.7
"2354",7306,NA,"Micropolitan",47.8
"2355",10471,NA,"Small central metro",46.8
"2356",2853,NA,"Rural",52.8
"2357",3387,NA,"Rural",47
"2358",8175,NA,"Micropolitan",37.2
"2359",1034730,2834,"Large central metro",67.4
"2360",2920,NA,"Rural",33.3
"2361",21493,NA,"Micropolitan",53.1
"2362",156209,597,"Large central metro",62.5
"2363",13635,NA,"Micropolitan",47.3
"2364",2726,NA,"Rural",52.3
"2365",41257,113,"Micropolitan",38
"2366",75951,115,"Medium central metro",61.3
"2367",1398,NA,"Rural",32.5
"2368",4797,NA,"Micropolitan",37.5
"2369",3464,NA,"Micropolitan",47.8
"2370",5737,NA,"Medium central metro",45.4
"2371",2171,NA,"Rural",52.3
"2372",7287,NA,"Micropolitan",44.8
"2373",2635516,7492,"Large central metro",60.6
"2374",12728,NA,"Micropolitan",34.2
"2375",18546,NA,"Micropolitan",43.5
"2376",5331,NA,"Rural",35.9
"2377",887207,1710,"Large central metro",61.7
"2378",20160,NA,"Micropolitan",45.6
"2379",2211,NA,"Rural",34.4
"2380",10124,NA,"Micropolitan",72.9
"2381",3278,NA,"Rural",34.4
"2382",11157,NA,"Micropolitan",62.7
"2383",18360,NA,"Micropolitan",37.9
"2384",166223,974,"Small central metro",43.1
"2385",1932,NA,"Rural",84.8
"2386",184826,503,"Large central metro",54.3
"2387",839238,4507,"Medium central metro",81.4
"2388",42698,NA,"Micropolitan",38.2
"2389",17297,NA,"Medium central metro",48.1
"2390",35514,NA,"Micropolitan",44.8
"2391",25346,NA,"Micropolitan",50.2
"2392",3830,NA,"Rural",36.6
"2393",5712,NA,"Micropolitan",46.1
"2394",1155,NA,"Rural",44
"2395",811688,1251,"Large central metro",71.9
"2396",10725,NA,"Micropolitan",37.2
"2397",19717,NA,"Micropolitan",39
"2398",20306,NA,"Micropolitan",68.1
"2399",21492,NA,"Micropolitan",22.1
"2400",342139,1047,"Large central metro",60.3
"2401",6229,NA,"Micropolitan",52.8
"2402",26988,122,"Micropolitan",54
"2403",1409,NA,"Rural",45.3
"2404",7658,NA,"Small central metro",42.9
"2405",20837,NA,"Micropolitan",51.2
"2406",21886,124,"Micropolitan",48.4
"2407",136212,1018,"Small central metro",45.2
"2408",123945,1240,"Small central metro",45.2
"2409",28880,NA,"Micropolitan",53.6
"2410",166847,345,"Large central metro",55.4
"2411",33406,165,"Micropolitan",44.9
"2412",2964,NA,"Rural",43.7
"2413",8461,NA,"Micropolitan",54.5
"2414",5399,NA,"Micropolitan",42.5
"2415",3933,NA,"Rural",46.5
"2416",57602,NA,"Medium central metro",37.9
"2417",4713325,13633,"Large central metro",63.8
"2418",66553,NA,"Micropolitan",41.5
"2419",5576,NA,"Micropolitan",48.6
"2420",5658,NA,"Micropolitan",38.8
"2421",230191,512,"Large central metro",62.9
"2422",3819,NA,"Micropolitan",42.3
"2423",82737,270,"Micropolitan",39.5
"2424",868707,4055,"Medium central metro",75.2
"2425",36649,NA,"Micropolitan",41.4
"2426",23021,NA,"Micropolitan",43.1
"2427",61643,253,"Large central metro",50.6
"2428",37084,229,"Micropolitan",39.5
"2429",22968,NA,"Micropolitan",42.5
"2430",36664,125,"Micropolitan",38
"2431",4886,NA,"Medium central metro",74.9
"2432",98594,382,"Large central metro",43.1
"2433",20938,NA,"Micropolitan",35.1
"2434",1536,NA,"Small central metro",95
"2435",8935,NA,"Micropolitan",41.5
"2436",14760,NA,"Micropolitan",45.3
"2437",35529,NA,"Micropolitan",36.4
"2438",2274,NA,"Rural",53.8
"2439",251565,1576,"Medium central metro",51.2
"2440",5200,NA,"Micropolitan",56.2
"2441",40482,148,"Micropolitan",54.2
"2442",175817,301,"Large central metro",46.2
"2443",20083,NA,"Small central metro",44.5
"2444",15601,NA,"Micropolitan",58.2
"2445",136154,182,"Large central metro",52.5
"2446",47431,NA,"Large central metro",62.3
"2447",404,NA,"Rural",54
"2448",762,NA,"Rural",39.4
"2449",52600,208,"Micropolitan",50.9
"2450",4337,NA,"Micropolitan",43.1
"2451",272,NA,"Rural",23.9
"2452",3667,NA,"Micropolitan",52.2
"2453",30680,122,"Micropolitan",60.8
"2454",3664,NA,"Rural",39.6
"2455",49859,367,"Micropolitan",40
"2456",12893,NA,"Micropolitan",44
"2457",21428,NA,"Medium central metro",49.7
"2458",7520,NA,"Micropolitan",64.8
"2459",20154,NA,"Micropolitan",41.8
"2460",17239,NA,"Micropolitan",47.4
"2461",17404,NA,"Rural",36.1
"2462",88219,107,"Large central metro",42.6
"2463",23437,NA,"Micropolitan",37.6
"2464",3233,NA,"Rural",34.4
"2465",12207,NA,"Rural",42.9
"2466",21795,NA,"Micropolitan",51.9
"2467",169,NA,"Rural",20.1
"2468",310569,2490,"Medium central metro",49.2
"2469",5951,NA,"Medium central metro",39.4
"2470",7984,NA,"Micropolitan",38.7
"2471",256623,1360,"Medium central metro",52.3
"2472",743,NA,"Rural",46
"2473",14284,NA,"Micropolitan",42
"2474",9854,NA,"Rural",42.2
"2475",5771,NA,"Small central metro",31.9
"2476",4274,NA,"Rural",48.1
"2477",36643,131,"Micropolitan",47
"2478",58722,257,"Micropolitan",95
"2479",51584,NA,"Large central metro",55.8
"2480",2138,NA,"Rural",54.1
"2481",176832,657,"Small central metro",43.2
"2482",24823,NA,"Micropolitan",46
"2483",4873,NA,"Rural",47.6
"2484",8545,NA,"Micropolitan",36.2
"2485",19818,NA,"Micropolitan",35.4
"2486",607391,2318,"Large central metro",54.9
"2487",20940,NA,"Micropolitan",46
"2488",12388,NA,"Micropolitan",43.2
"2489",1200,NA,"Rural",30
"2490",65204,431,"Micropolitan",47.7
"2491",50113,207,"Micropolitan",45.5
"2492",13595,NA,"Medium central metro",25.3
"2493",14714,107,"Micropolitan",42.3
"2494",362294,2059,"Medium central metro",58.5
"2495",9836,NA,"Micropolitan",38.6
"2496",2112,NA,"Medium central metro",35.8
"2497",83396,NA,"Medium central metro",36.5
"2498",29189,132,"Micropolitan",38.8
"2499",23194,NA,"Micropolitan",38.3
"2500",142878,328,"Large central metro",54.1
"2501",9605,NA,"Micropolitan",41.1
"2502",15823,NA,"Micropolitan",58.3
"2503",51353,146,"Micropolitan",47.8
"2504",117415,1687,"Medium central metro",45.9
"2505",6704,NA,"Micropolitan",95
"2506",12514,NA,"Rural",37.2
"2507",137713,140,"Medium central metro",46.6
"2508",3849,NA,"Micropolitan",39
"2509",3452,NA,"Rural",50.5
"2510",12023,NA,"Micropolitan",41.6
"2511",15976,NA,"Micropolitan",64.7
"2512",6948,NA,"Micropolitan",54.3
"2513",854,NA,"Rural",34.3
"2514",17074,NA,"Small central metro",44.8
"2515",104915,503,"Large central metro",58.8
"2516",10264,NA,"Micropolitan",44.5
"2517",54406,105,"Small central metro",39.3
"2518",10542,NA,"Rural",37.1
"2519",8237,NA,"Rural",40.9
"2520",28859,NA,"Rural",34.7
"2521",66730,NA,"Medium central metro",56.4
"2522",6055,NA,"Micropolitan",39.8
"2523",2793,NA,"Rural",42.6
"2524",16703,NA,"Micropolitan",47.3
"2525",3265,NA,"Rural",37.7
"2526",25274,NA,"Micropolitan",36.5
"2527",3022,NA,"Rural",34.9
"2528",232751,2455,"Small central metro",46.2
"2529",9128,NA,"Large central metro",45.9
"2530",64633,123,"Micropolitan",95
"2531",9366,NA,"Micropolitan",37.2
"2532",1291,NA,"Rural",40.8
"2533",1350,NA,"Rural",40.6
"2534",3776,NA,"Micropolitan",43.9
"2535",7397,NA,"Micropolitan",41.3
"2536",2102515,7919,"Large central metro",56.7
"2537",138034,1335,"Small central metro",51.2
"2538",776,NA,"Rural",53.4
"2539",12337,NA,"Micropolitan",42.2
"2540",1501,NA,"Rural",41.4
"2541",32750,162,"Micropolitan",39.3
"2542",119200,701,"Small central metro",50.7
"2543",1273954,2514,"Large central metro",70.4
"2544",14651,NA,"Micropolitan",39.7
"2545",21672,NA,"Micropolitan",36.8
"2546",41753,NA,"Small central metro",34.3
"2547",3657,NA,"Rural",41
"2548",26741,105,"Micropolitan",55.1
"2549",49025,150,"Micropolitan",67.7
"2550",56590,NA,"Micropolitan",38.2
"2551",92084,751,"Small central metro",48.7
"2552",72971,172,"Micropolitan",48.4
"2553",55246,NA,"Large central metro",42.1
"2554",11998,NA,"Micropolitan",35.7
"2555",35882,NA,"Micropolitan",50.9
"2556",276652,1250,"Medium central metro",95
"2557",41556,104,"Micropolitan",50.8
"2558",5056,NA,"Rural",43.1
"2559",132230,1017,"Small central metro",53.8
"2560",12769,NA,"Micropolitan",52.9
"2561",21358,NA,"Micropolitan",65.7
"2562",590551,1338,"Large central metro",69.1
"2563",51070,NA,"Large central metro",55.4
"2564",8010,NA,"Micropolitan",38.8
"2565",69984,327,"Large central metro",39.3
"2566",45539,NA,"Micropolitan",43.2
"2567",8713,NA,"Micropolitan",40.4
"2568",18010,NA,"Micropolitan",41.6
"2569",14179,NA,"Micropolitan",60.1
"2570",11840,NA,"Micropolitan",57.5
"2571",6710,NA,"Micropolitan",47.9
"2572",56046,NA,"Medium central metro",52.1
"2573",128289,113,"Small central metro",58.4
"2574",20463,NA,"Micropolitan",49.9
"2575",950,NA,"Rural",67.1
"2576",355481,394,"Medium central metro",67.1
"2577",19938,NA,"Micropolitan",45.1
"2578",10012,NA,"Micropolitan",46.2
"2579",5051,NA,"Rural",57.2
"2580",9754,NA,"Micropolitan",67.8
"2581",54839,NA,"Micropolitan",46
"2582",12017,NA,"Medium central metro",36.8
"2583",7886,NA,"Micropolitan",50.2
"2584",13188,NA,"Micropolitan",45.5
"2585",12124,NA,"Medium central metro",53.9
"2586",1479,NA,"Rural",38.3
"2587",2483,NA,"Rural",52.3
"2588",1160437,2351,"Large central metro",70.1
"2589",15308,NA,"Micropolitan",65.1
"2590",30939,NA,"Micropolitan",41.1
"2591",21620,NA,"Micropolitan",44
"2592",42145,NA,"Micropolitan",88.6
"2593",72259,NA,"Large central metro",59
"2594",35734,NA,"Micropolitan",43.4
"2595",636235,1042,"Medium central metro",57.9
"2596",34091,NA,"Micropolitan",60.9
"2597",177556,708,"Small central metro",52.3
"2598",2711,NA,"Rural",54.3
"2599",260213,602,"Medium central metro",61.5
"2600",36777,NA,"Micropolitan",71.1
"2601",35470,106,"Micropolitan",43.3
"2602",29993,NA,"Micropolitan",36.5
"2603",163774,296,"Small central metro",74
"2604",6163,NA,"Rural",40.2
"2605",17486,NA,"Micropolitan",56
"2606",49402,NA,"Small central metro",37.3
"2607",7235,NA,"Small central metro",81.4
"2608",25362,NA,"Rural",63.4
"2609",28892,NA,"Rural",53.3
"2610",27037,NA,"Micropolitan",59
"2611",58191,NA,"Micropolitan",69.8
"2612",58409,NA,"Micropolitan",47.1
"2613",42222,NA,"Micropolitan",68.7
"2614",55062,NA,"Micropolitan",50.2
"2615",19657,NA,"Micropolitan",50.2
"2616",41932,378,"Micropolitan",47
"2617",279141,1067,"Medium central metro",53.6
"2618",37432,163,"Micropolitan",37.5
"2619",10763,NA,"Micropolitan",57.1
"2620",5189,NA,"Rural",37.3
"2621",28380,NA,"Micropolitan",47.9
"2622",10118,NA,"Micropolitan",54.7
"2623",22320,NA,"Micropolitan",49
"2624",14551,NA,"Micropolitan",45.8
"2625",24919,NA,"Micropolitan",44.6
"2626",7956,NA,"Small central metro",53.2
"2627",23457,NA,"Micropolitan",48.8
"2628",20846,NA,"Micropolitan",53.9
"2629",110332,1139,"Small central metro",45.6
"2630",63257,NA,"Medium central metro",45.9
"2631",47955,NA,"Large central metro",45.2
"2632",16419,NA,"Micropolitan",51.1
"2633",7009,NA,"Micropolitan",56.7
"2634",11361,NA,"Micropolitan",60.1
"2635",18219,NA,"Micropolitan",48.1
"2636",126007,483,"Medium central metro",51.5
"2637",17715,NA,"Micropolitan",48.6
"2638",12477,NA,"Rural",32.7
"2639",99386,773,"Small central metro",45.7
"2640",18265,NA,"Medium central metro",45.9
"2641",45325,NA,"Micropolitan",43.2
"2642",21532,NA,"Micropolitan",40.3
"2643",33771,NA,"Micropolitan",42.7
"2644",13202,NA,"Micropolitan",54.6
"2645",37825,332,"Micropolitan",41.5
"2646",13629,NA,"Rural",38.2
"2647",16719,NA,"Micropolitan",39.1
"2648",66824,299,"Small central metro",44.8
"2649",26578,NA,"Micropolitan",49.2
"2650",6624,NA,"Rural",42
"2651",16406,NA,"Micropolitan",47
"2652",8857,NA,"Micropolitan",34.1
"2653",13024,NA,"Small central metro",35.5
"2654",12259,NA,"Small central metro",39.9
"2655",21466,NA,"Micropolitan",47.1
"2656",73309,NA,"Medium central metro",47.7
"2657",16576,NA,"Medium central metro",43.3
"2658",16694,NA,"Rural",36.1
"2659",43257,NA,"Small central metro",31.7
"2660",40651,NA,"Micropolitan",41.3
"2661",6701,NA,"Micropolitan",56.3
"2662",8986,NA,"Rural",36.4
"2663",8252,NA,"Micropolitan",44.8
"2664",32316,NA,"Rural",73.5
"2665",109330,252,"Small central metro",65
"2666",14860,NA,"Micropolitan",39.5
"2667",13145,NA,"Large central metro",34.1
"2668",31605,NA,"Medium central metro",46.7
"2669",7753,NA,"Rural",34
"2670",15911,NA,"Medium central metro",32.4
"2671",236842,498,"Large central metro",71.9
"2672",75558,352,"Small central metro",48.9
"2673",4147,NA,"Rural",43.3
"2674",78997,NA,"Medium central metro",44.7
"2675",6280,NA,"Rural",39
"2676",33419,NA,"Medium central metro",49.6
"2677",16231,NA,"Micropolitan",52.4
"2678",21004,NA,"Rural",48.1
"2679",17148,NA,"Small central metro",39.2
"2680",23382,NA,"Micropolitan",54.5
"2681",54885,NA,"Medium central metro",40
"2682",30725,NA,"Large central metro",42.4
"2683",29791,NA,"Micropolitan",33
"2684",6963,NA,"Large central metro",82
"2685",11880,NA,"Rural",38.4
"2686",352802,686,"Large central metro",56.8
"2687",14619,NA,"Large central metro",64.4
"2688",5131,NA,"Medium central metro",33
"2689",52605,162,"Large central metro",48.4
"2690",9932,NA,"Rural",36.4
"2691",10455,NA,"Medium central metro",51.9
"2692",14318,NA,"Rural",47
"2693",28544,NA,"Large central metro",47.8
"2694",10953,NA,"Micropolitan",46.1
"2695",1147532,1602,"Large central metro",77.1
"2696",71222,104,"Large central metro",64.7
"2697",15749,NA,"Small central metro",37.9
"2698",27270,NA,"Small central metro",62.6
"2699",56042,142,"Medium central metro",43.7
"2700",89313,NA,"Small central metro",48.2
"2701",17782,NA,"Micropolitan",50
"2702",16720,NA,"Small central metro",45.2
"2703",37348,149,"Large central metro",63.2
"2704",23753,NA,"Large central metro",66
"2705",15550,NA,"Rural",41
"2706",19819,NA,"Small central metro",45.7
"2707",11336,NA,"Micropolitan",36.3
"2708",33911,190,"Micropolitan",43.5
"2709",107766,520,"Large central metro",58.9
"2710",330818,1219,"Large central metro",55
"2711",50557,NA,"Micropolitan",39.3
"2712",10718,NA,"Rural",42
"2713",2190,NA,"Rural",60.7
"2714",37109,NA,"Large central metro",52.1
"2715",76523,NA,"Large central metro",56.1
"2716",7025,NA,"Rural",51.2
"2717",26836,NA,"Micropolitan",41.6
"2718",17148,NA,"Large central metro",52
"2719",10603,NA,"Rural",60.3
"2720",23423,NA,"Rural",50.6
"2721",413538,439,"Large central metro",73.2
"2722",37591,NA,"Rural",41.3
"2723",23528,NA,"Small central metro",45
"2724",12196,NA,"Rural",50
"2725",13261,NA,"Rural",55.4
"2726",8834,NA,"Large central metro",61.7
"2727",30587,139,"Micropolitan",42.4
"2728",10582,NA,"Rural",63.4
"2729",98535,321,"Small central metro",46.4
"2730",14930,NA,"Small central metro",56.4
"2731",23091,NA,"Large central metro",51.8
"2732",19964,114,"Micropolitan",35.8
"2733",11710,NA,"Rural",71.3
"2734",12095,NA,"Rural",54.1
"2735",15232,NA,"Micropolitan",43
"2736",37051,NA,"Micropolitan",43.6
"2737",23902,NA,"Micropolitan",38
"2738",17608,NA,"Rural",39.9
"2739",60354,NA,"Micropolitan",41.8
"2740",29652,NA,"Large central metro",38.7
"2741",22802,NA,"Micropolitan",30.7
"2742",38353,NA,"Large central metro",50.6
"2743",64072,160,"Micropolitan",49.7
"2744",470335,511,"Large central metro",73
"2745",34027,128,"Small central metro",43.8
"2746",7370,NA,"Large central metro",52.6
"2747",9023,NA,"Rural",41.1
"2748",94186,NA,"Medium central metro",49.2
